,playlistID,playlistName,nTracks,type,owner,description,url,nFoll,category,TrackName,TrackID,SampleURL,ReleaseYear,Genres,Popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,reducedGenre
85,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,150,user,spotify,The biggest songs of the 1990s.,https://open.spotify.com/user/spotify,7856376,nineties,I'll Make Love To You,7dfl9X38RhIvB3oSmmneq3,https://p.scdn.co/mp3-preview/394788bfe61092772cb66a5258c500e4c59ac9a5?cid=0c571addac5347aa9932ddc72e415d79,1994-08-30,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']",69,0.559,0.49,-8.06,0.0247,0.103,0.0,0.099,0.202,142.447,2,1,236760,r&b
86,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,150,user,spotify,The biggest songs of the 1990s.,https://open.spotify.com/user/spotify,7856376,nineties,Linger,0gEyKnHvgkrkBM6fbeHdwK,https://p.scdn.co/mp3-preview/7b68bf72ebc1138e44a5e285d5698a715ea1d46e?cid=0c571addac5347aa9932ddc72e415d79,1993-03-01,"['irish rock', 'pop rock', 'rock']",81,0.439,0.434,-14.918,0.0265,0.0783,4.87e-05,0.14,0.204,94.845,7,1,274707,rock
87,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,150,user,spotify,The biggest songs of the 1990s.,https://open.spotify.com/user/spotify,7856376,nineties,Quit Playing Games (With My Heart),0Uqs7ilt5kGX9NzFDWTBrP,https://p.scdn.co/mp3-preview/087b4ca14342d86522e62e9f0af075d0e0daa8fe?cid=0c571addac5347aa9932ddc72e415d79,1996-05-06,"['boy band', 'dance pop', 'pop']",72,0.8,0.825,-6.552,0.034,0.0559,2.18e-06,0.141,0.903,100.035,11,0,232667,pop
88,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,150,user,spotify,The biggest songs of the 1990s.,https://open.spotify.com/user/spotify,7856376,nineties,Stay (I Missed You),7Lwo27zrXusqUlAaTgnytp,https://p.scdn.co/mp3-preview/c05795aa9fcefc1af0442d11dbc5e53e069554b3?cid=0c571addac5347aa9932ddc72e415d79,1995-01-01,"['lilith', 'pop rock']",62,0.676,0.592,-6.887,0.0452,0.454,0.0,0.107,0.337,80.316,1,1,183760,pop
89,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,150,user,spotify,The biggest songs of the 1990s.,https://open.spotify.com/user/spotify,7856376,nineties,Bed Of Roses,1zng9uqqXoPkmU05nsAlsw,https://p.scdn.co/mp3-preview/9dfff3f2ee1fb38b42d5e97ab006fe126bf76c62?cid=0c571addac5347aa9932ddc72e415d79,1992-11-03,"['glam metal', 'rock']",76,0.309,0.596,-5.599,0.0293,0.101,0.0,0.21,0.161,164.587,5,1,394400,rock
90,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,150,user,spotify,The biggest songs of the 1990s.,https://open.spotify.com/user/spotify,7856376,nineties,"It Must Have Been Love - From the Film ""Pretty Woman""",6kvoHl80mfCVTv7XnZkjQn,https://p.scdn.co/mp3-preview/361fd8946cd20110a0267af87ef5b98ac1c6e7a9?cid=0c571addac5347aa9932ddc72e415d79,1990-05-20,"['europop', 'swedish pop', 'synthpop']",80,0.52,0.652,-6.655,0.0274,0.34,5.49e-05,0.256,0.722,80.609,5,1,258787,pop
91,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,150,user,spotify,The biggest songs of the 1990s.,https://open.spotify.com/user/spotify,7856376,nineties,One Sweet Day,7ySbfLwdCwl1EM0zNCJZ38,https://p.scdn.co/mp3-preview/2395b7ab0950e061e0ddceca045de813c2d5e856?cid=0c571addac5347aa9932ddc72e415d79,1995-10-03,"['dance pop', 'pop', 'urban contemporary']",71,0.568,0.495,-8.964,0.0299,0.353,0.0,0.0839,0.303,128.234,1,1,281067,pop
92,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,150,user,spotify,The biggest songs of the 1990s.,https://open.spotify.com/user/spotify,7856376,nineties,Freedom! '90 - Remastered,3tyTt5pEWblt96j1HsXiV5,https://p.scdn.co/mp3-preview/a41a8b46128fbadc68b742dc6e77e64339a10b93?cid=0c571addac5347aa9932ddc72e415d79,2017-10-20,['new wave pop'],68,0.677,0.852,-10.856,0.0449,0.225,4.04e-05,0.0595,0.93,91.689,5,1,390862,pop
93,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,150,user,spotify,The biggest songs of the 1990s.,https://open.spotify.com/user/spotify,7856376,nineties,3AM,5vYA1mW9g2Coh1HUFUSmlb,https://p.scdn.co/mp3-preview/8999bcdc85a00de5cd159aa836bdc380d6eb4dd9?cid=0c571addac5347aa9932ddc72e415d79,1996-10-01,"['neo mellow', 'pop rock', 'post-grunge']",76,0.521,0.673,-8.685,0.0284,0.00573,0.0,0.12,0.543,108.031,8,1,225947,pop
94,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,150,user,spotify,The biggest songs of the 1990s.,https://open.spotify.com/user/spotify,7856376,nineties,Just A Girl,5lWRaa0fBxDE5yU91npPq7,https://p.scdn.co/mp3-preview/1cd97aefe74cf314ed91011a50adec3cc4e81918?cid=0c571addac5347aa9932ddc72e415d79,1995-10-10,"['dance pop', 'dance rock', 'permanent wave', 'pop rock', 'rock']",76,0.638,0.906,-4.824,0.0504,0.0662,6.88e-05,0.142,0.767,107.991,2,1,209200,rock
